Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Frequently,809,Sales,2,2,Marketing,1,142,1,Female,73,3,2,Sales Representative,4,Married,8422,9959,4,Y,Yes,11,3,4,80,1,25,4,3,15,13,5,11
20,Yes,Travel_Rarely,1183,Research & Development,4,1,Other,1,143,1,Female,86,3,3,Healthcare Representative,1,Single,7901,22123,1,Y,Yes,15,4,1,80,0,0,2,3,0,0,0,0
53,No,Travel_Rarely,1309,Research & Development,1,2,Technical Degree,1,144,3,Male,84,1,1,Manager,4,Single,6158,24580,3,Y,No,11,3,4,80,1,30,6,4,4,1,1,2
41,No,Travel_Rarely,1201,Sales,15,2,Medical,1,145,3,Female,49,2,5,Sales Executive,3,Married,15107,5486,3,Y,No,11,3,4,80,1,20,6,3,2,1,0,1
26,Yes,Travel_Rarely,189,Research & Development,16,1,Technical Degree,1,146,2,Female,30,3,2,Laboratory Technician,4,Single,6911,24294,3,Y,No,15,3,2,80,1,4,4,2,3,1,1,2
50,No,Travel_Rarely,818,Research & Development,14,3,Medical,1,147,4,Male,50,3,4,Healthcare Representative,3,Single,12769,12869,2,Y,Yes,19,3,1,80,1,30,2,2,6,4,0,4
23,No,Travel_Rarely,141,Research & Development,4,2,Technical Degree,1,148,2,Female,74,3,2,Manufacturing Director,3,Divorced,5691,7760,3,Y,No,15,3,1,80,3,0,4,2,1,0,0,0
38,No,Travel_Rarely,580,Research & Development,1,4,Medical,1,149,3,Female,93,2,3,Manufacturing Director,1,Single,10099,12983,2,Y,No,20,3,3,80,0,16,3,3,2,1,1,0
36,No,Travel_Rarely,165,Research & Development,2,2,Medical,1,150,3,Male,58,2,2,Healthcare Representative,4,Divorced,7215,4513,1,Y,No,12,3,1,80,1,15,5,2,0,0,0,0
32,No,Travel_Rarely,1355,Human Resources,14,3,Other,1,151,4,Male,55,1,2,Human Resources,4,Married,5156,11893,2,Y,No,12,3,2,80,3,9,4,3,8,6,3,3
37,No,Travel_Rarely,474,Research & Development,5,2,Other,1,152,2,Male,58,1,5,Research Scientist,2,Single,13068,20318,5,Y,No,11,3,4,80,2,17,3,3,10,8,3,7
39,No,Travel_Rarely,612,Research & Development,14,2,Life Sciences,1,153,3,Male,64,3,3,Research Director,4,Divorced,10108,20037,0,Y,Yes,11,3,3,80,1,19,4,3,9,8,3,3
39,No,Travel_Rarely,696,Research & Development,2,1,Life Sciences,1,154,2,Male,94,2,3,Manufacturing Director,2,Single,9626,16045,2,Y,No,14,3,4,80,0,18,5,3,4,3,0,2
38,No,Travel_Rarely,1231,Research & Development,17,4,Other,1,155,3,Male,61,1,1,Research Director,3,Single,5845,5239,4,Y,No,15,3,3,80,0,15,6,2,8,4,3,5
37,No,Travel_Frequently,1499,Research & Development,7,4,Life Sciences,1,156,4,Female,98,3,4,Laboratory Technician,1,Married,11458,6746,1,Y,No,13,3,3,80,0,17,4,2,5,4,0,4
34,No,Travel_Rarely,127,Sales,10,2,Medical,1,157,1,Male,86,2,3,Sales Representative,1,Married,8521,8363,2,Y,No,15,3,3,80,0,13,1,1,2,1,0,1
37,No,Travel_Rarely,270,Research & Development,15,3,Medical,1,158,2,Male,62,2,4,Healthcare Representative,4,Single,11129,26624,3,Y,Yes,16,3,4,80,0,16,0,3,2,0,0,0
24,No,Travel_Rarely,1224,Sales,4,3,Medical,1,159,1,Male,43,3,3,Manager,4,Divorced,8443,11587,1,Y,Yes,20,3,3,80,1,3,2,4,3,2,0,2
43,No,Travel_Rarely,1299,Research & Development,2,5,Life Sciences,1,160,2,Male,58,3,4,Laboratory Technician,4,Married,11624,16925,5,Y,Yes,11,3,3,80,1,21,1,3,3,2,1,2
36,No,Travel_Rarely,316,Research & Development,1,3,Life Sciences,1,161,1,Female,59,3,2,Laboratory Technician,1,Single,7168,12402,2,Y,No,15,3,3,80,1,15,1,3,9,5,5,6
31,No,Travel_Frequently,1416,Research & Development,18,1,Technical Degree,1,162,1,Male,34,2,2,Manufacturing Director,1,Married,5057,4111,3,Y,No,15,3,4,80,2,11,2,3,1,0,0,0
18,No,Travel_Rarely,1352,Sales,1,2,Life Sciences,1,163,4,Male,58,1,2,Manager,4,Single,5715,14020,0,Y,Yes,11,3,3,80,1,0,4,3,1,0,0,0
26,No,Travel_Rarely,1397,Research & Development,6,1,Life Sciences,1,164,4,Male,45,2,2,Research Scientist,4,Single,3012,3541,3,Y,No,12,3,3,80,2,4,1,3,4,2,0,3
26,No,Travel_Frequently,439,Sales,1,4,Life Sciences,1,165,2,Female,47,2,2,Sales Executive,4,Married,5123,26806,3,Y,No,14,3,4,80,0,4,3,3,4,1,1,1
25,Yes,Non-Travel,977,Human Resources,3,2,Life Sciences,1,166,3,Male,96,3,2,Manager,3,Divorced,7416,11220,3,Y,Yes,17,3,2,80,1,5,5,2,0,0,0,0
44,No,Travel_Rarely,1283,Sales,4,3,Marketing,1,167,2,Male,61,3,2,Manager,3,Single,8343,13339,2,Y,Yes,15,3,2,80,0,21,1,3,12,3,5,11
45,Yes,Travel_Rarely,387,Sales,8,4,Life Sciences,1,168,1,Male,92,3,1,Manager,2,Married,4959,6876,2,Y,No,12,3,4,80,1,22,2,3,5,4,2,3
29,No,Travel_Rarely,1199,Research & Development,4,2,Technical Degree,1,169,3,Female,92,2,2,Healthcare Representative,3,Single,5892,22897,2,Y,Yes,13,3,2,80,0,6,3,4,0,0,0,0
32,No,Non-Travel,538,Research & Development,11,5,Technical Degree,1,170,3,Male,83,3,3,Research Director,3,Married,9439,13953,6,Y,No,13,3,4,80,0,11,2,3,3,1,0,2
28,No,Non-Travel,1137,Sales,5,3,Medical,1,171,2,Male,39,3,1,Sales Representative,2,Divorced,5154,15416,2,Y,No,15,3,2,80,1,5,4,3,2,1,0,1
58,No,Travel_Frequently,540,Sales,7,4,Life Sciences,1,172,3,Male,65,2,1,Sales Executive,4,Married,7209,10630,1,Y,No,11,4,4,80,1,35,1,2,0,0,0,0
57,No,Travel_Rarely,853,Sales,1,3,Medical,1,173,3,Male,37,3,2,Sales Executive,3,Married,7638,26052,1,Y,No,14,3,4,80,1,35,6,3,0,0,0,0
47,No,Travel_Rarely,495,Research & Development,10,3,Medical,1,174,1,Male,85,3,3,Manufacturing Director,1,Single,9341,18086,3,Y,Yes,17,3,4,80,1,25,2,3,3,0,0,1
28,Yes,Travel_Rarely,259,Research & Development,7,3,Other,1,175,4,Female,46,3,1,Manufacturing Director,1,Divorced,3972,11112,0,Y,Yes,23,3,2,80,0,5,1,3,5,3,0,3
36,No,Travel_Rarely,637,Research & Development,7,3,Life Sciences,1,176,3,Male,84,3,2,Laboratory Technician,4,Married,7061,4780,3,Y,No,19,3,4,80,0,14,3,3,14,11,1,8
37,No,Travel_Frequently,716,Human Resources,1,1,Human Resources,1,177,2,Female,99,3,3,Human Resources,3,Single,8911,17816,1,Y,No,13,3,4,80,2,15,2,3,5,1,2,4
46,Yes,Travel_Frequently,767,Research & Development,6,2,Other,1,178,2,Male,84,1,4,Manufacturing Director,3,Married,12932,26324,0,Y,No,17,3,2,80,1,24,4,2,19,14,7,8
35,No,Travel_Frequently,850,Sales,2,4,Marketing,1,179,2,Male,66,3,5,Sales Executive,3,Divorced,12940,10419,1,Y,No,11,3,4,80,0,14,5,3,2,1,0,0
37,No,Travel_Rarely,729,Research & Development,8,3,Other,1,180,3,Female,39,3,3,Research Scientist,3,Single,8674,15827,4,Y,No,16,3,1,80,1,14,1,3,0,0,0,0
28,No,Travel_Frequently,688,Research & Development,21,4,Medical,1,181,3,Male,80,2,2,Laboratory Technician,4,Single,5745,20312,3,Y,No,15,3,1,80,1,7,1,3,0,0,0,0
48,No,Travel_Frequently,739,Research & Development,3,1,Technical Degree,1,182,4,Female,36,3,3,Manager,2,Married,11686,20989,4,Y,No,16,3,4,80,0,27,2,2,7,3,2,6
34,Yes,Travel_Frequently,1134,Research & Development,1,4,Technical Degree,1,183,3,Male,89,3,2,Research Director,1,Single,7880,9130,2,Y,Yes,15,3,3,80,1,13,6,2,0,0,0,0
27,No,Travel_Rarely,722,Sales,4,5,Marketing,1,184,1,Male,46,3,5,Sales Representative,1,Single,12763,5050,3,Y,No,13,3,1,80,0,5,5,3,1,0,0,0
49,No,Travel_Rarely,400,Research & Development,13,3,Life Sciences,1,185,1,Male,49,3,3,Manufacturing Director,3,Single,9956,12225,5,Y,No,13,4,3,80,0,27,3,3,0,0,0,0
46,No,Travel_Rarely,900,Sales,10,3,Life Sciences,1,186,3,Male,61,2,1,Sales Representative,2,Single,6697,25315,3,Y,No,13,3,3,80,1,26,3,3,2,1,0,1
42,No,Travel_Rarely,600,Sales,14,2,Life Sciences,1,187,3,Female,38,3,3,Sales Representative,4,Married,8993,17131,2,Y,Yes,22,3,3,80,2,20,2,3,3,2,0,2
35,No,Travel_Rarely,243,Sales,2,2,Other,1,188,4,Male,44,3,2,Manager,4,Married,7039,4493,4,Y,Yes,15,3,2,80,1,13,0,3,7,5,2,2
30,No,Travel_Rarely,1191,Research & Development,2,1,Life Sciences,1,189,3,Female,51,4,2,Manager,4,Married,7179,9281,2,Y,No,14,3,3,80,1,10,3,3,8,4,2,6
31,No,Travel_Rarely,380,Research & Development,1,2,Medical,1,190,3,Female,45,2,3,Research Scientist,3,Single,8315,8246,3,Y,No,14,3,3,80,0,8,2,4,0,0,0,0
29,No,Travel_Frequently,390,Sales,4,2,Life Sciences,1,191,3,Male,31,3,4,Sales Executive,3,Married,11527,10299,5,Y,No,14,3,2,80,2,6,3,3,6,3,0,4
23,No,Non-Travel,1422,Research & Development,5,2,Other,1,192,2,Female,56,3,1,Research Scientist,1,Married,3487,5097,2,Y,Yes,13,3,1,80,1,1,4,3,1,0,0,0
36,Yes,Travel_Rarely,379,Research & Development,10,3,Life Sciences,1,193,1,Female,86,3,4,Research Scientist,1,Married,11182,26219,3,Y,Yes,17,3,3,80,2,15,2,2,0,0,0,0
52,No,Travel_Rarely,961,Research & Development,11,1,Medical,1,194,4,Female,87,3,4,Laboratory Technician,4,Married,12033,20357,3,Y,No,18,3,3,80,1,30,4,2,10,7,4,3
32,No,Travel_Frequently,1459,Research & Development,7,2,Technical Degree,1,195,4,Female,78,2,1,Manufacturing Director,3,Married,5494,21718,3,Y,Yes,15,3,4,80,0,12,2,3,12,10,1,7
49,No,Travel_Rarely,727,Research & Development,1,2,Technical Degree,1,196,4,Female,53,4,5,Manufacturing Director,4,Divorced,14360,20168,1,Y,No,12,3,3,80,2,28,3,2,0,0,0,0
25,No,Non-Travel,161,Sales,1,2,Medical,1,197,3,Male,42,2,3,Manager,4,Divorced,8282,2350,1,Y,Yes,11,3,3,80,3,4,2,2,4,2,1,1
27,No,Non-Travel,1065,Research & Development,29,2,Medical,1,198,1,Female,79,3,1,Research Scientist,4,Divorced,3863,2139,2,Y,No,14,4,1,80,0,4,2,2,4,1,1,2
37,No,Travel_Rarely,1027,Research & Development,6,3,Technical Degree,1,199,2,Female,51,3,1,Manufacturing Director,1,Married,4971,14498,4,Y,No,17,4,1,80,1,14,1,2,14,6,4,8
25,No,Travel_Rarely,1080,Research & Development,10,3,Medical,1,200,2,Male,83,3,1,Research Director,2,Single,4079,23189,3,Y,No,12,3,2,80,0,2,3,3,0,0,0,0
23,No,Travel_Rarely,634,Research & Development,2,2,Medical,1,201,1,Male,50,3,2,Laboratory Technician,2,Married,6505,26721,0,Y,No,17,3,3,80,3,2,3,2,2,1,0,1
27,No,Travel_Rarely,954,Sales,1,4,Marketing,1,202,1,Female,52,3,1,Sales Executive,4,Divorced,4100,12610,5,Y,No,11,3,2,80,2,6,0,3,4,2,0,3
54,No,Travel_Rarely,1245,Sales,14,3,Marketing,1,203,4,Male,96,3,2,Sales Representative,2,Married,8068,17002,4,Y,No,11,3,2,80,0,32,4,3,4,2,0,1
30,No,Travel_Rarely,629,Sales,6,3,Marketing,1,204,2,Male,32,2,4,Sales Representative,4,Married,11155,12814,1,Y,Yes,15,3,4,80,1,8,4,3,3,2,1,1
30,No,Travel_Rarely,1235,Research & Development,1,4,Technical Degree,1,205,2,Male,66,3,2,Laboratory Technician,3,Married,5185,22350,0,Y,No,13,3,4,80,1,10,5,2,9,7,4,4
55,No,Travel_Frequently,488,Research & Development,1,2,Other,1,206,4,Male,54,3,4,Manufacturing Director,4,Divorced,13143,12839,4,Y,No,11,3,1,80,2,32,1,3,3,1,1,0
44,No,Travel_Rarely,1100,Research & Development,20,4,Medical,1,207,3,Female,90,3,3,Laboratory Technician,4,Divorced,9844,25540,3,Y,No,11,3,1,80,1,21,4,1,10,8,3,5
34,No,Travel_Frequently,723,Research & Development,11,3,Other,1,208,1,Male,72,3,1,Research Director,1,Married,3925,2303,4,Y,No,11,3,4,80,1,12,4,2,1,0,0,0
27,No,Non-Travel,725,Research & Development,7,3,Life Sciences,1,209,4,Male,66,3,3,Research Scientist,2,Single,7428,13636,4,Y,No,20,3,2,80,1,5,4,2,3,1,1,2
39,No,Non-Travel,1289,Research & Development,6,3,Life Sciences,1,210,4,Female,67,2,4,Research Director,1,Single,11324,3434,3,Y,No,21,3,4,80,1,18,4,3,4,3,0,2
34,No,Travel_Rarely,1433,Human Resources,2,3,Life Sciences,1,211,1,Male,57,3,1,Manager,2,Single,4692,10355,2,Y,No,11,3,3,80,2,14,4,3,2,1,0,1
35,No,Travel_Rarely,1114,Research & Development,7,1,Life Sciences,1,212,3,Male,92,3,1,Manager,3,Divorced,5578,25820,2,Y,Yes,15,3,2,80,1,12,6,3,3,2,0,1
45,Yes,Travel_Rarely,165,Research & Development,5,3,Other,1,213,1,Female,36,2,3,Manager,4,Single,9685,10326,2,Y,Yes,11,3,4,80,0,24,4,3,5,4,0,4
49,No,Travel_Rarely,1163,Research & Development,1,4,Life Sciences,1,214,3,Female,40,3,4,Manager,4,Single,14097,14576,5,Y,No,14,3,2,80,0,28,4,3,6,2,1,4
34,No,Travel_Frequently,259,Research & Development,11,2,Other,1,215,4,Male,73,2,3,Research Scientist,4,Married,10248,18971,2,Y,Yes,13,3,4,80,0,12,2,3,6,2,0,5
18,No,Travel_Rarely,228,Research & Development,1,3,Other,1,216,2,Female,98,3,2,Laboratory Technician,4,Married,5349,4362,1,Y,Yes,15,3,3,80,2,0,4,2,0,0,0,0
43,No,Travel_Frequently,1325,Research & Development,29,3,Other,1,217,4,Male,95,2,5,Healthcare Representative,2,Married,14598,13235,1,Y,Yes,15,3,2,80,0,20,1,3,4,2,2,2
31,No,Travel_Rarely,696,Research & Development,13,3,Medical,1,218,4,Male,54,3,5,Research Director,4,Married,13236,15974,1,Y,No,12,3,2,80,1,10,3,3,1,0,0,0
22,Yes,Travel_Rarely,198,Research & Development,2,4,Other,1,219,1,Female,99,3,2,Research Director,1,Married,4668,26743,2,Y,No,15,4,2,80,2,0,2,2,1,0,0,0
52,No,Travel_Rarely,206,Sales,1,2,Other,1,220,3,Male,97,3,2,Sales Executive,4,Married,10242,10054,4,Y,No,11,3,3,80,0,31,4,1,3,2,0,1
60,No,Travel_Frequently,276,Sales,2,3,Life Sciences,1,221,3,Male,83,4,4,Manager,4,Married,14146,13196,3,Y,Yes,12,3,1,80,0,38,4,3,2,1,0,1
50,No,Travel_Frequently,420,Research & Development,1,4,Life Sciences,1,222,2,Male,63,2,4,Manufacturing Director,3,Married,11826,3988,2,Y,No,11,3,1,80,1,27,4,3,12,11,1,4
18,Yes,Travel_Rarely,1309,Sales,4,2,Marketing,1,223,1,Male,53,4,3,Sales Executive,2,Single,8694,21434,0,Y,Yes,14,4,4,80,0,0,2,3,1,0,0,0
28,No,Travel_Rarely,1154,Research & Development,1,1,Life Sciences,1,224,4,Female,77,3,2,Manufacturing Director,2,Married,4998,10615,1,Y,No,21,3,1,80,1,6,1,3,6,5,3,1
45,No,Travel_Rarely,754,Research & Development,1,5,Life Sciences,1,225,4,Female,87,4,3,Research Scientist,3,Married,8483,4263,0,Y,Yes,15,4,3,80,1,25,2,3,11,6,2,9
28,Yes,Travel_Frequently,881,Research & Development,22,3,Technical Degree,1,226,4,Male,99,3,2,Research Scientist,3,Divorced,5952,21440,5,Y,No,18,3,3,80,1,5,4,3,0,0,0,0
40,No,Travel_Rarely,1489,Research & Development,7,2,Technical Degree,1,227,3,Female,80,3,1,Manager,4,Married,4561,4379,3,Y,No,18,3,3,80,0,17,2,2,0,0,0,0
21,No,Travel_Rarely,112,Sales,3,1,Medical,1,228,3,Male,82,1,5,Manager,4,Divorced,11829,12341,6,Y,No,18,3,3,80,1,0,5,2,1,0,0,0
31,No,Non-Travel,333,Research & Development,1,3,Medical,1,229,4,Male,88,3,3,Healthcare Representative,3,Single,7664,5770,3,Y,No,13,3,3,80,1,9,6,2,1,0,0,0
22,No,Travel_Rarely,509,Research & Development,22,3,Life Sciences,1,230,1,Female,80,2,2,Laboratory Technician,2,Single,5538,6840,4,Y,No,15,4,3,80,0,2,2,3,1,0,0,0
36,Yes,Travel_Rarely,464,Research & Development,6,5,Other,1,231,4,Female,78,3,4,Research Director,3,Single,12069,9538,1,Y,No,15,3,3,80,0,15,5,2,0,0,0,0
46,No,Non-Travel,357,Human Resources,3,4,Other,1,232,4,Male,78,2,2,Manager,4,Married,7724,12396,2,Y,No,18,3,2,80,0,24,1,3,8,3,4,6
19,Yes,Travel_Rarely,212,Research & Development,1,3,Life Sciences,1,233,3,Female,51,3,2,Research Scientist,3,Single,5942,26122,3,Y,No,19,3,4,80,0,0,5,3,1,0,0,0
37,No,Travel_Frequently,311,Research & Development,5,3,Technical Degree,1,234,3,Male,75,3,5,Manager,3,Single,11799,13824,1,Y,No,14,4,4,80,2,15,6,3,2,1,0,1
60,No,Travel_Rarely,465,Sales,4,3,Life Sciences,1,235,2,Male,89,2,2,Manager,3,Single,9012,13839,2,Y,No,11,3,1,80,0,38,5,2,0,0,0,0
30,No,Travel_Rarely,606,Research & Development,5,1,Technical Degree,1,236,3,Male,81,2,5,Laboratory Technician,2,Married,13467,15313,3,Y,No,18,3,4,80,0,10,1,3,5,3,2,4
25,No,Travel_Rarely,1347,Sales,7,3,Medical,1,237,1,Male,81,2,2,Manager,4,Married,6274,12449,1,Y,No,15,3,2,80,1,3,4,3,2,0,0,1
32,No,Travel_Rarely,1114,Research & Development,3,3,Technical Degree,1,238,3,Male,65,3,4,Manufacturing Director,3,Single,9571,14388,2,Y,Yes,11,3,3,80,0,9,2,2,2,1,0,1
46,No,Non-Travel,189,Research & Development,3,2,Other,1,239,2,Male,73,3,2,Research Director,3,Married,6741,8283,2,Y,No,15,3,4,80,3,26,1,2,4,1,1,1
24,No,Travel_Rarely,669,Research & Development,19,2,Medical,1,240,4,Male,61,2,5,Healthcare Representative,1,Married,13712,16660,5,Y,Yes,18,3,4,80,0,3,1,3,3,1,0,2
43,Yes,Travel_Rarely,1431,Research & Development,10,2,Life Sciences,1,241,4,Female,81,4,5,Manager,1,Single,14059,6229,3,Y,No,18,3,3,80,0,23,2,2,0,0,0,0
39,No,Travel_Rarely,681,Research & Development,15,1,Medical,1,242,3,Female,44,2,3,Research Scientist,1,Married,7953,4462,4,Y,No,16,3,3,80,1,18,0,3,13,6,6,11
46,No,Travel_Rarely,262,Sales,1,3,Marketing,1,243,4,Male,46,3,3,Sales Executive,2,Married,11365,24166,2,Y,No,21,3,2,80,1,26,3,3,5,3,1,1
38,No,Travel_Rarely,577,Research & Development,3,3,Technical Degree,1,244,4,Male,55,2,4,Manager,1,Single,9399,22607,3,Y,No,16,4,4,80,0,17,3,3,1,0,0,0
28,No,Travel_Rarely,741,Sales,11,2,Life Sciences,1,245,3,Male,47,2,4,Manager,2,Divorced,9309,7490,3,Y,No,11,3,4,80,1,6,4,1,6,5,1,3
33,No,Travel_Frequently,409,Research & Development,4,3,Life Sciences,1,246,4,Male,39,3,5,Research Director,2,Married,12597,15579,6,Y,No,13,3,3,80,1,12,5,4,7,3,3,2
58,Yes,Travel_Rarely,1149,Research & Development,13,2,Other,1,247,4,Male,57,2,2,Laboratory Technician,1,Single,8680,23659,3,Y,No,11,3,3,80,1,38,2,3,0,0,0,0
31,No,Travel_Frequently,1211,Sales,6,2,Marketing,1,248,2,Male,48,3,3,Manager,2,Married,8098,17168,4,Y,No,21,3,3,80,2,8,2,4,0,0,0,0
35,No,Travel_Rarely,1361,Research & Development,5,2,Life Sciences,1,249,3,Female,42,3,1,Research Scientist,3,Married,3889,16771,2,Y,No,12,3,3,80,0,12,1,2,1,0,0,0
43,No,Travel_Rarely,1373,Research & Development,4,5,Medical,1,250,4,Male,46,2,4,Research Director,2,Divorced,12629,20124,1,Y,No,12,3,4,80,1,23,5,2,8,4,3,7
40,No,Travel_Rarely,1462,Research & Development,2,4,Medical,1,251,4,Male,37,4,5,Healthcare Representative,4,Single,14313,24040,4,Y,No,11,3,1,80,0,19,2,3,3,2,0,2
29,No,Travel_Rarely,977,Sales,2,4,Life Sciences,1,252,3,Male,51,3,4,Manager,4,Divorced,11474,3038,5,Y,No,17,4,4,80,0,6,5,2,6,2,1,5
35,No,Travel_Frequently,350,Sales,9,3,Life Sciences,1,253,1,Male,56,1,1,Sales Executive,2,Married,4725,19427,3,Y,No,14,4,2,80,1,14,3,3,3,2,1,2
21,Yes,Travel_Frequently,1072,Research & Development,7,3,Medical,1,254,4,Female,83,3,3,Manufacturing Director,3,Single,7835,4509,3,Y,Yes,11,3,1,80,2,0,5,2,0,0,0,0
35,No,Travel_Frequently,1098,Research & Development,15,3,Medical,1,255,3,Female,77,2,3,Healthcare Representative,2,Married,8010,13803,3,Y,No,14,4,1,80,2,14,2,3,3,0,1,2
52,No,Travel_Rarely,310,Research & Development,4,1,Other,1,256,1,Male,90,3,3,Manufacturing Director,2,Married,10610,13953,4,Y,Yes,11,3,3,80,1,31,3,3,0,0,0,0
22,No,Travel_Rarely,632,Research & Development,7,4,Medical,1,257,1,Male,76,2,4,Research Scientist,4,Married,9140,5230,2,Y,No,18,3,1,80,0,0,1,2,1,0,0,0
30,No,Travel_Frequently,128,Research & Development,2,1,Medical,1,258,1,Male,97,3,3,Manager,4,Married,7243,4931,2,Y,No,16,3,3,80,0,9,3,3,3,2,1,2
43,No,Travel_Rarely,1000,Research & Development,13,4,Other,1,259,1,Male,61,3,2,Laboratory Technician,4,Married,6772,12496,3,Y,Yes,16,3,4,80,1,22,2,1,3,1,0,1
38,Yes,Travel_Rarely,1146,Research & Development,7,3,Technical Degree,1,260,2,Female,65,3,5,Research Scientist,1,Single,14031,4016,1,Y,No,11,3,3,80,0,18,1,3,13,4,3,4
45,No,Travel_Rarely,848,Sales,1,3,Life Sciences,1,261,2,Male,30,1,3,Sales Representative,3,Divorced,10593,18972,3,Y,No,13,3,4,80,1,24,0,3,2,1,0,1
34,No,Travel_Rarely,849,Sales,7,2,Medical,1,262,3,Male,93,3,2,Manager,1,Married,7330,26603,2,Y,No,11,3,1,80,0,13,2,1,13,11,3,5
24,No,Travel_Frequently,926,Research & Development,2,2,Life Sciences,1,263,2,Male,48,3,4,Manufacturing Director,4,Married,11815,6516,1,Y,Yes,14,3,4,80,1,4,4,2,1,0,0,0
39,No,Travel_Rarely,1182,Research & Development,2,5,Life Sciences,1,264,1,Female,65,3,2,Healthcare Representative,3,Married,7103,24101,6,Y,Yes,15,3,1,80,1,19,1,2,2,1,1,1
37,No,Travel_Rarely,798,Sales,1,3,Other,1,265,4,Female,55,3,3,Manager,4,Single,9172,14114,4,Y,No,13,3,2,80,2,14,2,3,5,4,2,3
49,No,Travel_Rarely,792,Research & Development,11,5,Life Sciences,1,266,3,Female,42,1,1,Manager,4,Married,7471,8711,3,Y,No,17,3,2,80,1,26,2,3,2,0,0,1
32,No,Travel_Frequently,966,Sales,19,1,Other,1,267,3,Male,86,2,4,Manager,3,Married,11200,21735,3,Y,No,13,3,4,80,2,11,2,4,4,1,2,3
30,No,Travel_Rarely,1433,Research & Development,2,3,Technical Degree,1,268,4,Female,78,1,4,Laboratory Technician,4,Married,12522,25544,2,Y,No,13,3,3,80,0,8,4,1,1,0,0,0
52,No,Travel_Rarely,886,Research & Development,7,4,Other,1,269,4,Female,43,3,1,Manager,4,Married,6747,11205,2,Y,No,22,3,2,80,0,32,3,3,1,0,0,0
34,No,Non-Travel,612,Research & Development,1,3,Other,1,270,4,Female,45,2,3,Research Director,4,Single,9919,10170,0,Y,No,17,3,3,80,0,11,1,4,4,2,2,1
25,No,Travel_Rarely,370,Research & Development,17,2,Other,1,271,2,Female,49,3,4,Manager,1,Married,11610,5136,3,Y,No,15,3,4,80,1,5,2,1,5,1,0,3
44,No,Travel_Rarely,596,Research & Development,2,3,Medical,1,272,3,Male,81,2,4,Research Director,1,Single,12736,2116,4,Y,No,17,3,3,80,1,21,2,2,5,3,0,4
36,No,Travel_Rarely,1087,Research & Development,1,1,Medical,1,273,3,Female,83,1,1,Research Scientist,4,Married,6360,6325,1,Y,Yes,14,3,4,80,0,14,2,3,5,4,2,4
28,No,Travel_Rarely,688,Research & Development,4,3,Other,1,274,1,Male,67,3,5,Research Director,3,Divorced,11330,5845,1,Y,No,15,3,4,80,0,7,4,3,0,0,0,0
41,No,Travel_Rarely,1428,Research & Development,11,5,Other,1,275,4,Male,36,3,2,Laboratory Technician,1,Married,7044,16651,1,Y,No,11,3,4,80,0,19,2,2,10,4,0,7
32,No,Travel_Rarely,366,Research & Development,8,3,Life Sciences,1,276,3,Male,66,3,3,Manager,3,Married,8282,6344,2,Y,No,22,3,3,80,0,10,2,3,1,0,0,0
42,No,Travel_Rarely,127,Sales,20,3,Marketing,1,277,4,Male,54,1,1,Sales Representative,3,Divorced,4977,3445,0,Y,No,15,3,4,80,0,19,5,4,11,4,1,5
32,No,Travel_Rarely,541,Sales,1,2,Life Sciences,1,278,4,Male,69,2,2,Sales Representative,2,Divorced,6797,25413,1,Y,Yes,20,3,2,80,0,11,0,3,10,7,2,8
39,Yes,Travel_Rarely,987,Sales,1,3,Marketing,1,279,3,Male,55,2,3,Manager,2,Single,8208,10069,5,Y,No,25,3,1,80,0,18,6,3,18,6,8,9
29,No,Travel_Rarely,1351,Research & Development,1,4,Medical,1,280,3,Female,80,2,4,Manager,3,Married,9542,19269,4,Y,Yes,15,3,4,80,1,8,2,1,2,1,0,1
30,No,Travel_Rarely,1075,Research & Development,3,5,Medical,1,281,1,Male,40,2,3,Research Scientist,4,Divorced,8074,26314,2,Y,No,11,3,3,80,1,8,3,2,4,1,0,3
25,No,Travel_Rarely,1236,Research & Development,14,2,Technical Degree,1,282,3,Female,62,3,2,Manufacturing Director,3,Divorced,6872,13197,4,Y,No,11,3,4,80,1,5,0,4,5,4,2,4
40,No,Travel_Rarely,547,Research & Development,7,3,Medical,1,283,4,Female,97,3,1,Laboratory Technician,4,Married,5374,15136,3,Y,No,16,3,1,80,1,18,1,2,3,2,0,1
48,No,Travel_Rarely,1271,Research & Development,7,2,Life Sciences,1,284,3,Male,86,2,3,Healthcare Representative,2,Divorced,10950,7379,2,Y,No,17,4,4,80,1,25,5,3,0,0,0,0
26,No,Travel_Rarely,237,Sales,1,2,Other,1,285,1,Female,50,2,4,Sales Executive,3,Divorced,9305,4955,2,Y,No,17,4,4,80,1,4,0,3,2,1,0,1
